date_key,year,month,day,day_of_week,is_weekend,is_holiday,holiday_name
7fd40ca7-a921-49df-b38f-75dc0e0a4972,2017,1,31,Tuesday,False,False,
6ba16695-013e-434c-9178-ca05e94e1d8b,2016,8,2,Tuesday,False,False,
05713a0f-f2c2-46e0-be3f-d43629983e18,2017,2,3,Friday,False,False,
d99bdac0-c046-411f-a881-2e233993a717,2018,1,3,Wednesday,False,False,
96605cee-789a-44a7-af96-dd48207060b0,2016,7,31,Sunday,True,False,
133bb2c4-e972-471d-82ff-c462c414c21f,2016,7,9,Saturday,True,False,
57739c4e-8d3c-41ee-b83d-e03aec1460d7,2017,10,1,Sunday,True,False,
b05b9d94-9c2e-4745-a8ff-0a199258f2d4,2016,8,17,Wednesday,False,False,
7c35efc2-3e0f-4d66-ae6c-1ed685b8ff12,2016,7,19,Tuesday,False,False,
df23ed8a-08e7-4baf-b7cd-5894963dc954,2015,8,9,Sunday,True,False,
464f5ad7-2647-42dd-a399-354f827e6f9d,2018,2,3,Saturday,True,False,
5e27225e-f606-48c9-a1b1-c29c8322646a,2018,2,6,Tuesday,False,False,
247fe82f-0d12-4bfb-9cf3-90ba713a5271,2018,1,5,Friday,False,False,
