date_key,year,month,day,day_of_week,is_weekend,is_american_holiday,american_holiday_name,is_canadian_holiday,canadian_holiday_name
df5ec39f-da7a-4fab-9339-8c1e54313cf7,2018,3,26,Monday,False,False,,False,
8ed64ceb-f6b8-4fde-8301-8047ebd99be0,2018,3,21,Wednesday,False,False,,False,
0beabc5e-f45b-41c9-ae00-7e43f2f27f29,2018,3,28,Wednesday,False,False,,False,
20eece25-0a2a-4b7c-8b25-b90ba54b12e8,2018,3,30,Friday,False,False,,True,Good Friday
555c3a2f-804c-4358-8615-8d80d3659074,2017,10,20,Friday,False,False,,False,
e249c6ce-7547-4691-8976-01277d824fa6,2016,8,15,Monday,False,False,,False,
c58cd51c-c7b7-4bbd-a10c-b134dac1d533,2017,3,1,Wednesday,False,False,,False,
7ddf7ac5-2a88-4cc9-af00-863bd11f4a84,2018,3,27,Tuesday,False,False,,False,
000d05fb-e6be-4b36-83c3-18d5ea9d90b5,2018,2,10,Saturday,True,False,,False,
e32f0c35-be6b-4a6f-afcb-7aadc44713ef,2018,2,11,Sunday,True,False,,False,
0fac996e-7365-405a-bbe2-030aaedde22a,2017,12,16,Saturday,True,False,,False,
425ef3b9-5113-41b6-b911-7af53fcdc305,2017,2,25,Saturday,True,False,,False,
bac2bf5d-26de-42b7-831d-a80c8d5c3f40,2018,2,5,Monday,False,False,,False,
9c69c94f-0d33-4de5-b97b-ae17664fa267,2017,10,12,Thursday,False,False,,False,
b45623d7-65d7-4226-84f5-2831fba44e40,2018,5,17,Thursday,False,False,,False,
e517ff4d-c889-403e-8e17-68c5138f90d0,2018,5,18,Friday,False,False,,False,
99f1bbf6-3cf2-47f5-9bcd-e4bccbba3290,2018,5,22,Tuesday,False,False,,False,
6f0c9722-4763-4382-83f5-28ddc29f3d7d,2018,5,21,Monday,False,False,,True,Victoria Day
c38b617e-8f0f-49df-8fcb-31c9c786ccdd,2018,5,23,Wednesday,False,False,,False,
3c64a524-7e1a-406b-8d9b-bfb9e843c8a4,2018,5,10,Thursday,False,False,,False,
3af42ebf-8ada-4953-b1b1-278105ddfb2e,2018,4,28,Saturday,True,False,,False,
1b57e4c4-25ff-4d4d-a695-035c96227dc2,2018,5,20,Sunday,True,False,,False,
40792029-b098-4b2a-954a-b3ff07bb9a1b,2018,4,26,Thursday,False,False,,False,
6daab5da-0b01-42e2-8d78-8e485a621f5d,2018,5,19,Saturday,True,False,,False,
eb38692e-10ef-4ca5-883a-af8d6f67c84e,2018,5,16,Wednesday,False,False,,False,
93c2458a-8862-4684-b4a6-9fe610869bcb,2018,5,11,Friday,False,False,,False,
fbbe16cf-7f8e-4d1e-96d4-99c8279ee244,2018,3,19,Monday,False,False,,False,
705967a3-0115-4b80-9dd9-74bd83fa5489,2018,3,17,Saturday,True,False,,False,
169c0cfb-b217-4e82-b561-70c239011564,2018,4,25,Wednesday,False,False,,False,
30365c3d-30e4-4d6d-9b0b-366cb113529f,2018,5,15,Tuesday,False,False,,False,
322288f9-dd49-47cc-9877-b0bb763aeb6d,2018,3,25,Sunday,True,False,,False,
3757287e-5711-45c0-908b-f74a614242c8,2018,3,18,Sunday,True,False,,False,
579d9efd-65d0-407b-82af-4f907ef3cf37,2017,11,22,Wednesday,False,False,,False,
e242f2b0-1b98-44c7-b24b-26cb43430ddb,2017,1,11,Wednesday,False,False,,False,
bf1a5ccc-1a9d-4a6c-a9e1-ca4a15fef49c,2017,11,21,Tuesday,False,False,,False,
5aaf259a-1f1d-4d76-a1c6-489c254c5afb,2016,2,21,Sunday,True,False,,False,
e6a79fbc-1593-4ebc-99b9-b20676c11110,2018,4,24,Tuesday,False,False,,False,
ab435658-e672-4bb2-9b83-9c174724d04b,2018,5,5,Saturday,True,False,,False,
d5874f09-c456-4777-980c-8f99a859f115,2017,3,6,Monday,False,False,,False,
4ce83f0d-39b7-4974-a1c8-b4212759a12e,2018,5,7,Monday,False,False,,False,
580926a4-7a91-4512-ae03-e90005174fd6,2018,4,27,Friday,False,False,,False,
451a404d-0e91-4998-b991-c341e848c38d,2018,4,30,Monday,False,False,,False,
24c3a8fa-f4a1-492e-8931-3a0f51d9963a,2018,5,8,Tuesday,False,False,,False,
22de0a70-59ad-4aed-aa8a-91d962510816,2018,5,31,Thursday,False,False,,False,
f0493251-d3d8-4252-a7b5-d650040c13e9,2018,5,30,Wednesday,False,False,,False,
2cbef91c-1ac9-482e-bc2d-2a25f79b1275,2017,10,28,Saturday,True,False,,False,
d18c0a27-7423-4ddc-9dec-fcba267c5558,2017,11,13,Monday,False,False,,False,
bfa40bfa-e0e5-48ef-81b7-51479f328b4b,2018,2,2,Friday,False,False,,False,
791dd6b9-32c1-42b2-affd-a8b299188d51,2016,11,21,Monday,False,False,,False,
fa7e0132-2248-41f1-8f86-8b38239be47e,2016,12,24,Saturday,True,False,,False,
63e5bf69-2bfb-47ed-8bc2-4a74b22dc321,2017,5,1,Monday,False,False,,False,
e270a94a-8ae8-42b5-8030-4a66218d2b3c,2017,8,13,Sunday,True,False,,False,
f9653f09-d7d2-4db3-b0e9-78b099e70716,2017,10,2,Monday,False,False,,False,
0da5a58b-b067-47fb-b072-65276fd44bf4,2016,12,6,Tuesday,False,False,,False,
2fd66e17-6c89-439e-9784-3591e4b2f93a,2017,2,27,Monday,False,False,,False,
ac434ee3-d5a5-4894-974a-0c2b19cc6905,2016,12,1,Thursday,False,False,,False,
abca911e-f087-4d87-9504-f10e578d40e2,2017,8,5,Saturday,True,False,,False,
f80d38c4-84f6-48eb-83ce-3f0cc84ec8a2,2016,11,30,Wednesday,False,False,,False,
8886f454-71e9-4617-a5b7-586f9bb7ad59,2018,6,26,Tuesday,False,False,,False,
349697eb-5644-4ee9-a471-de564c6ab427,2018,6,11,Monday,False,False,,False,
9f5745a6-0036-4225-81ed-c16dcd5d3b73,2018,7,1,Sunday,True,False,,True,Canada Day
112770a1-05a3-4c40-ab28-4c896f962828,2018,6,30,Saturday,True,False,,False,
eb936bdb-7a09-4f82-8953-6b1f7e2738b7,2018,6,28,Thursday,False,False,,False,
5cc195c2-81aa-48ec-94c5-c506a1423a61,2018,6,29,Friday,False,False,,False,
9a1b0dd5-969e-4bec-89e9-20f571625181,2018,7,2,Monday,False,False,,True,Canada Day (Observed)
c9f718d3-0ffb-47df-9345-fd184cda91f9,2018,6,27,Wednesday,False,False,,False,
59c5ec5c-0641-40a4-9ad8-32da09dc3b95,2017,9,3,Sunday,True,False,,False,
ce69784d-56f0-4509-8b06-a8d11154ecad,2016,12,15,Thursday,False,False,,False,
6998d343-25f1-4b9f-b222-b398d7a3cc71,2017,8,16,Wednesday,False,False,,False,
01fc0331-7735-49c9-998f-48c6a5f957eb,2017,8,2,Wednesday,False,False,,False,
06a7e40b-4a76-49a8-a30f-cc9e6a5aed31,2018,5,3,Thursday,False,False,,False,
0eb12893-c398-499b-a298-9b6494997915,2018,5,4,Friday,False,False,,False,
9b618775-40dd-44ff-a776-fb79040f6ddf,2018,4,21,Saturday,True,False,,False,
798f66c4-2407-4069-8093-dd06d76c4b94,2017,7,6,Thursday,False,False,,False,
4ac1e653-e8f0-424b-9044-87a47622ee5b,2017,2,17,Friday,False,False,,False,
6c9a263c-b2a1-4275-9ce8-d4bb3a240283,2017,7,13,Thursday,False,False,,False,
e4ccd6d2-85e5-44f6-9425-621c1d354e5a,2017,6,7,Wednesday,False,False,,False,
df613527-f526-46be-8679-09bd21067761,2016,12,7,Wednesday,False,False,,False,
98d666c3-eff9-483a-af84-f21bad35f95b,2017,7,25,Tuesday,False,False,,False,
f4eb9c3c-92ba-4f93-a6f0-e6927af4fa45,2018,5,6,Sunday,True,False,,False,
c2ebc2e7-77e3-499f-ab51-79e62999cb8f,2018,6,3,Sunday,True,False,,False,
20f48218-f112-4b81-8dce-e22aca4a410e,2017,8,30,Wednesday,False,False,,False,
65fb5530-f373-470f-9152-b7101d68babf,2017,10,4,Wednesday,False,False,,False,
ff88c9c5-9eec-4081-b0ad-e8168e4f4f20,2017,4,8,Saturday,True,False,,False,
841a083e-3fec-4585-816a-fd03e3e2c3c4,2017,9,21,Thursday,False,False,,False,
8935a8d4-a1a7-474d-b80c-7c989d527eac,2017,10,25,Wednesday,False,False,,False,
8804c36e-e8b4-4d2f-8c9f-65eb71bed886,2016,11,26,Saturday,True,False,,False,
cf0351f3-d3bd-4986-9f50-5ebca1f94412,2016,12,26,Monday,False,True,Christmas Day (Observed),True,Christmas Day (Observed)
cd1e4872-e00a-4386-9e3f-872aeb0d8223,2017,8,31,Thursday,False,False,,False,
26258a63-6065-44b4-9a15-fe129aec0c12,2018,6,12,Tuesday,False,False,,False,
239237fb-0246-428c-ab96-8a30c8029b59,2017,8,15,Tuesday,False,False,,False,
066965ab-d7eb-4351-a95d-de1df9e480f8,2016,11,19,Saturday,True,False,,False,
ccd4008f-8d4b-45d3-b49c-60375f5cc422,2016,11,17,Thursday,False,False,,False,
81583fb7-1a07-48da-8f43-5fa4316db609,2018,5,2,Wednesday,False,False,,False,
df1e98d9-8fab-4d43-84ae-936f53a8bf28,2017,4,13,Thursday,False,False,,False,
4180bec8-97a2-4ead-bfbe-ceb62088834f,2017,9,14,Thursday,False,False,,False,
4b1678e2-a22c-4990-97ee-156e98718cb6,2017,9,23,Saturday,True,False,,False,
7eefc009-cc41-4b06-b63f-a21b7a752d73,2016,11,14,Monday,False,False,,False,
abfebb1e-f460-46da-9d72-e5336b78c684,2017,3,13,Monday,False,False,,False,
f43e2e90-3560-44c7-83cf-cfb41f3d9a7d,2017,8,14,Monday,False,False,,False,
58186b7c-a0d9-48fc-8f14-41fa5fac904b,2016,12,22,Thursday,False,False,,False,
50166a22-3bbb-4b22-ae29-d2100c148a5a,2016,12,9,Friday,False,False,,False,
66babcd7-11a2-4fe9-a55a-85b0a9ea7f53,2017,5,8,Monday,False,False,,False,
177a8ff1-7fa8-4bed-add6-db99e49601b6,2017,8,9,Wednesday,False,False,,False,
1be78984-d699-418f-bcce-af836e884dba,2018,4,23,Monday,False,False,,False,
78d9e2c2-2da1-4721-b63f-d41dcc0fd92c,2018,5,1,Tuesday,False,False,,False,
93fe2b40-afed-43cf-8df3-d6524d020dc0,2017,11,29,Wednesday,False,False,,False,
35eea291-5cb6-4337-847f-8ff8724e478c,2017,1,18,Wednesday,False,False,,False,
87e57f15-a28a-4dea-aa3d-a4accf8006b9,2017,2,10,Friday,False,False,,False,
1a91dac3-8aab-46ac-8408-feff70d4077b,2017,7,14,Friday,False,False,,False,
16d09d4e-952d-4f44-9290-3c9d9f71149f,2017,8,3,Thursday,False,False,,False,
d01c8be5-7707-41cd-8f77-7d43a1b9c6a3,2017,7,12,Wednesday,False,False,,False,
b629576a-bebd-423c-8899-ee6e58668a19,2017,5,13,Saturday,True,False,,False,
2e2f412e-71e5-4e36-8a13-df9ee062297b,2017,4,15,Saturday,True,False,,False,
804e7c60-fec8-46cd-a8f0-2ac728d9d385,2018,4,29,Sunday,True,False,,False,
47feaecc-cea1-49fe-a571-006b2dca989a,2017,9,4,Monday,False,True,Labor Day,True,Labour Day
60c27027-4564-4bfc-99a7-8a7001c5c881,2016,12,21,Wednesday,False,False,,False,
138e27dd-caa8-4643-8f3c-20dd88ebd55f,2016,12,20,Tuesday,False,False,,False,
0270f66a-9703-4b48-b7ac-06befd8937e8,2017,5,21,Sunday,True,False,,False,
a41e627c-086d-40a2-bc8b-2e2923eebd2a,2016,11,28,Monday,False,False,,False,
4844e592-9b92-4b97-980a-44f5c695da27,2016,12,17,Saturday,True,False,,False,
cc1825d0-c55b-40ce-8870-eaf5af46214c,2017,8,18,Friday,False,False,,False,
7f781435-fa50-4f69-91fd-fa167a63d356,2017,4,5,Wednesday,False,False,,False,
91170340-4a87-4ce3-a56f-f66f937b7b6d,2018,4,19,Thursday,False,False,,False,
b53d37d6-4ef3-49a8-8e0f-27783e1be163,2017,10,26,Thursday,False,False,,False,
3afe3f4f-d302-44d3-92d9-6cf7825399f1,2017,9,27,Wednesday,False,False,,False,
51dac7f3-5ff3-4ce6-8acb-ba262acd3a29,2018,5,13,Sunday,True,False,,False,
43da2941-7ac2-410b-a00f-319f4f5bc75e,2018,5,29,Tuesday,False,False,,False,
5e594139-94ed-4d98-ba0d-c058f7e24d7f,2017,5,23,Tuesday,False,False,,False,
04d91c01-3821-4538-b009-79d724aaed90,2017,9,13,Wednesday,False,False,,False,
0c4df95a-fddf-41d9-b8c5-b36a80c9e800,2016,9,5,Monday,False,True,Labor Day,True,Labour Day
92f72cce-5ab0-48d9-a79f-568d335c376a,2018,6,1,Friday,False,False,,False,
8d3ea053-6101-451f-8a4d-9cee9d444119,2016,12,10,Saturday,True,False,,False,
d5cb79ca-3f2a-42d7-a3fd-13290f205966,2017,2,7,Tuesday,False,False,,False,
70fb0aee-fd85-4f28-a1e5-0290203079ca,2017,7,11,Tuesday,False,False,,False,
9cf9357f-ce0e-4b07-b43c-f25ccf4d6a18,2016,11,22,Tuesday,False,False,,False,
2b31e96c-d4b4-4726-b579-53548a8e4d39,2017,8,25,Friday,False,False,,False,
338e549f-971f-4487-8333-48ee7ce74a3a,2017,3,5,Sunday,True,False,,False,
c5b22852-7c4d-45cf-9501-769ed419e6cd,2017,7,20,Thursday,False,False,,False,
cab67b66-f323-4d7f-b00f-2aaaff20b412,2017,9,24,Sunday,True,False,,False,
daf15391-3cec-4ff6-a49f-fdf4cc7aa00a,2017,1,17,Tuesday,False,False,,False,
df679363-54cf-4f09-923d-2fb27faf239a,2017,9,7,Thursday,False,False,,False,
704e62fa-4d19-46ba-ab5a-b2e7ec4c2bf2,2016,12,12,Monday,False,False,,False,
42b61a4c-c25b-484e-8ddf-08129ff1c97d,2017,9,9,Saturday,True,False,,False,
f44fda8c-8ccd-4947-992d-0c7c40532f60,2017,8,11,Friday,False,False,,False,
072cecda-1f96-4a24-922b-77d7880028bd,2018,6,7,Thursday,False,False,,False,
ee03cf01-e7c5-49c8-a4e9-3644a105f1ed,2018,7,4,Wednesday,False,True,Independence Day,False,
84d3c6fc-c8ee-47bd-a577-214efa3ec165,2018,7,3,Tuesday,False,False,,False,
7bbb9016-d182-4776-a6d7-8f73c0aaed72,2018,7,6,Friday,False,False,,False,
add8faab-c541-43f9-892b-db9b0f53b0a6,2018,7,7,Saturday,True,False,,False,
1c0b997a-afe6-491e-9d11-c128c1f78990,2018,7,8,Sunday,True,False,,False,
4411c9ae-18a1-41f1-a2fa-2ae45e3da488,2018,7,9,Monday,False,False,,False,
0db481b2-464e-483f-bade-83ab6fcf54a4,2018,7,5,Thursday,False,False,,False,
78e88fbc-3371-4482-b781-e682e667eb24,2017,6,8,Thursday,False,False,,False,
3f11ed77-3d8b-41b4-bc3a-848e7fc9b93f,2017,6,5,Monday,False,False,,False,
69a14aab-d67c-4dc8-bcd5-ab15b46d4d3b,2017,11,1,Wednesday,False,False,,False,
d45037d5-6281-4dfa-ba81-3719dc8f2295,2017,1,15,Sunday,True,False,,False,
3cc7f6b7-152d-4152-b1c3-28a81182e93c,2017,1,6,Friday,False,False,,False,
7af83fd0-5bb6-4e08-919d-61d86dca6714,2017,10,31,Tuesday,False,False,,False,
c530a577-2f90-4767-9197-21e721246e65,2017,1,5,Thursday,False,False,,False,
9442fa9e-b3b0-4dc8-af0b-66b8329a9e60,2018,6,4,Monday,False,False,,False,
bcb4576c-dce6-49ab-82a5-b91c377c4abc,2017,12,11,Monday,False,False,,False,
e9a33d53-4abe-49e2-b7fd-d60c7346365d,2017,12,4,Monday,False,False,,False,
07dd5816-674a-4443-a958-b9a5fb943dd1,2017,9,5,Tuesday,False,False,,False,
4f9d826f-0d5d-4fe4-907c-a6171879eb85,2018,5,12,Saturday,True,False,,False,
ac6f855a-fb29-4028-9d42-7eff23eb9a70,2016,10,19,Wednesday,False,False,,False,
79003dcc-3816-4848-80b8-cb7728a5781a,2017,7,16,Sunday,True,False,,False,
6820c78a-2be8-4645-9d65-840d46a5c619,2017,10,9,Monday,False,True,Columbus Day,True,Thanksgiving
d46d9620-f147-4709-b732-58ba4b420148,2017,11,4,Saturday,True,False,,False,
e1952fd4-159a-4fd0-84d0-ae7a335d2fd7,2016,9,18,Sunday,True,False,,False,
799968aa-47ff-4087-9d2c-08c34069874a,2016,10,4,Tuesday,False,False,,False,
30118562-f9b2-4313-9df8-8e1dd14d1784,2017,5,30,Tuesday,False,False,,False,
7840b4a4-1386-433a-ac87-76b29b7564f5,2017,11,14,Tuesday,False,False,,False,
84c21fd7-0d1b-4551-9151-54289dcc59ff,2017,9,17,Sunday,True,False,,False,
a02f687a-93bb-4991-9761-4ad2c81c3794,2016,10,11,Tuesday,False,False,,False,
a6aabcd9-4068-480b-a551-7becb690846f,2017,7,26,Wednesday,False,False,,False,
e10114cf-d37b-441e-b042-85857edff5f3,2017,7,23,Sunday,True,False,,False,
76011560-4101-4897-b4c9-147944236fbf,2016,10,3,Monday,False,False,,False,
91605ebe-233b-43e1-9c4b-01d3bd678554,2016,9,26,Monday,False,False,,False,
9b0d0376-359b-4b39-8160-99250abb48bd,2016,10,24,Monday,False,False,,False,
af71771e-bab4-4c06-93d0-74cde509e7cd,2017,5,24,Wednesday,False,False,,False,
94ad6ba7-52d5-4169-b49b-1e89468e1e34,2017,7,27,Thursday,False,False,,False,
8d27bc67-ac1c-45f8-ae31-492528aba427,2017,7,17,Monday,False,False,,False,
0ba0785b-2138-4bd7-96ce-539807c1c2ba,2017,5,11,Thursday,False,False,,False,
614fe0f4-6f61-49e4-8861-c2d4e476a532,2017,2,6,Monday,False,False,,False,
2d84e02f-f0e6-49df-ba44-2b3d570aebaf,2016,10,28,Friday,False,False,,False,
35ba662e-a2c2-4f80-b3bd-797ae769a358,2015,10,15,Thursday,False,False,,False,
a803c639-588b-4f2e-8267-b920a42b8a16,2017,8,10,Thursday,False,False,,False,
5caa6a17-cc33-4017-8930-7245e34adb2f,2015,10,13,Tuesday,False,False,,False,
ad46758c-fa75-42fd-9026-ce124ff4a255,2017,7,28,Friday,False,False,,False,
849e7479-2e5f-4d2d-a7d5-aa7cebff8ef0,2017,10,16,Monday,False,False,,False,
09254fbb-601a-4ec4-a4d8-b1def12357e1,2016,11,2,Wednesday,False,False,,False,
6565ca78-2762-48a3-8521-63e5e274fa67,2016,10,2,Sunday,True,False,,False,
c7f9927e-ae56-410a-af26-e1510f5690fa,2017,7,19,Wednesday,False,False,,False,
7e3ace2a-5304-4c1b-b820-d570fd9409e6,2017,8,27,Sunday,True,False,,False,
7c6eabda-b422-4de8-8400-2c378d6fabb4,2017,9,25,Monday,False,False,,False,
2a33600c-9ba9-424a-a9b0-5f1f7644a9a3,2017,4,1,Saturday,True,False,,False,
ca133aa9-9b20-4428-b247-32bf9967743f,2015,6,1,Monday,False,False,,False,
0d592f71-3d33-47ee-8dcc-1f76cd29b97f,2017,1,22,Sunday,True,False,,False,
5d62c6eb-eadd-4476-b626-88b6ec1ee54d,2017,9,10,Sunday,True,False,,False,
3073ccf7-2f5b-4704-bfa0-ac81249de048,2017,4,11,Tuesday,False,False,,False,
b081a701-dfed-414b-b514-9e8f0c9d47a8,2017,5,15,Monday,False,False,,False,
7c068cf1-6317-45f9-a79e-7775c461e7e5,2017,8,6,Sunday,True,False,,False,
3f4d5718-7c22-45b6-ab10-5b4b4e06003b,2016,9,30,Friday,False,False,,False,
e97ba054-8ec6-474e-a588-12b71d458436,2017,8,20,Sunday,True,False,,False,
a53fccf9-9134-4667-8f3f-7525e2b8b37b,2016,9,1,Thursday,False,False,,False,
b7e6520d-ee9a-43a4-b03d-ec7cba227b18,2016,10,1,Saturday,True,False,,False,
ea7718e8-98fd-4071-8399-aa9d4046f9ba,2016,10,7,Friday,False,False,,False,
7ffa7285-23bc-4c41-998f-41f5946b05cc,2017,9,29,Friday,False,False,,False,
b7d2b520-c79a-4824-bff5-30594d0798b0,2016,9,9,Friday,False,False,,False,
b326acb2-0355-4472-a648-79b5d5beb5ae,2016,6,20,Monday,False,False,,False,
1cde0f99-00da-4aed-849f-0f4cdb610c5b,2016,9,27,Tuesday,False,False,,False,
2b6bd280-15c4-41bb-ac2e-b10196c561ed,2016,10,10,Monday,False,True,Columbus Day,True,Thanksgiving
22245edb-cbb9-4520-93db-15903387f05f,2017,9,19,Tuesday,False,False,,False,
fab459a7-c35d-4055-90ab-87bcfde781d0,2016,10,17,Monday,False,False,,False,
0fe20ac4-89cf-4920-89d0-649a4b058ee0,2017,1,8,Sunday,True,False,,False,
5eb176dc-3f8c-45be-b905-7d9634f22bad,2018,6,9,Saturday,True,False,,False,
4721481a-7e13-4ec0-b20b-47e3623ff200,2015,9,1,Tuesday,False,False,,False,
fa3410a2-669c-4c46-98b0-dfdbc4e2f692,2017,10,29,Sunday,True,False,,False,
d708d588-feba-429a-9ae7-82490b0b09ab,2017,8,22,Tuesday,False,False,,False,
d1ab51ed-fcf7-4a45-b6fb-98753b198088,2017,11,5,Sunday,True,False,,False,
79affec7-58f0-4d22-9327-fa6660c37830,2016,11,25,Friday,False,False,,False,
6d52130d-11db-4703-84fc-7efcc9fdc5a2,2018,5,28,Monday,False,True,Memorial Day,False,
594903e5-28e4-4c89-9e39-41823c7211d4,2017,8,4,Friday,False,False,,False,
eb0447f2-8982-4feb-aebb-8173a35a19bc,2017,6,10,Saturday,True,False,,False,
9965e499-0505-4b15-9c3e-3fa45de518bf,2016,11,1,Tuesday,False,False,,False,
3bb644f2-749d-4755-81b8-f22bee559efe,2016,3,16,Wednesday,False,False,,False,
a51b6920-ca2d-4483-b2e7-cd26fd8e1ea3,2017,4,17,Monday,False,False,,False,
6d913e18-b6a0-4234-a84c-60a6a98d8be0,2016,7,1,Friday,False,False,,True,Canada Day
2d13e7af-4ae2-4306-90bc-319e32f2ad46,2016,3,25,Friday,False,False,,True,Good Friday
d4bcef46-c2ed-4e96-9e0b-fb413614c00d,2016,1,18,Monday,False,True,"Martin Luther King, Jr. Day",False,
ae456a2d-faa2-455a-8532-88d6baf3b1f5,2017,5,29,Monday,False,True,Memorial Day,False,
962e0427-82c2-4d74-be55-6bb98c7dc520,2016,2,11,Thursday,False,False,,False,
c7d6fd4b-7c91-4555-90b3-ac2d4c98e7c7,2015,10,26,Monday,False,False,,False,
e3ef5b32-6cbd-430f-baf2-d1f12a33f744,2016,2,20,Saturday,True,False,,False,
315147a2-3b45-4029-9c97-87282430de62,2016,1,23,Saturday,True,False,,False,
4d08593d-6f5f-4723-a6ab-80029c2423e1,2017,3,8,Wednesday,False,False,,False,
b0ec89a8-bf96-4222-86b2-b198f49d7c9c,2016,1,11,Monday,False,False,,False,
31cfaebd-f316-426f-9e97-3e2334a7498c,2016,1,15,Friday,False,False,,False,
ccdd73df-8243-4ca7-98bc-7713e95b3c72,2016,1,16,Saturday,True,False,,False,
e71e4b38-f163-406e-9937-2d861cef02b6,2017,5,26,Friday,False,False,,False,
4704dac1-e57c-4363-9aae-360dc1284d7f,2017,5,31,Wednesday,False,False,,False,
6e5e115a-bd6f-409f-8ee3-87a66adb3c7b,2016,2,12,Friday,False,False,,False,
84b4838b-8b7f-40ef-a740-7c9dddd8656e,2016,2,2,Tuesday,False,False,,False,
56ef86e6-cb09-43fc-86f3-1aaaecc232ae,2016,3,8,Tuesday,False,False,,False,
a6887b84-1188-4fa1-9ebe-d49adb4d829f,2016,3,11,Friday,False,False,,False,
e0cb9088-59dd-4336-9343-d9cf5a1170ce,2017,6,9,Friday,False,False,,False,
ccfb54d4-9690-4905-b432-f3bb200f768f,2017,6,4,Sunday,True,False,,False,
dfcf5192-ec59-42b5-b756-a71e187b2ee8,2016,2,29,Monday,False,False,,False,
d61a6605-8e5f-446f-8dbc-464c20d7b82d,2016,3,22,Tuesday,False,False,,False,
f721f867-3d99-40a8-bcba-ad87290ebd18,2017,7,31,Monday,False,False,,False,
6df1cf43-a81b-4f8c-aaa4-e2a2fce7623e,2016,2,14,Sunday,True,False,,False,
a05079c6-c426-4e6d-a50a-37506106bbf2,2016,2,16,Tuesday,False,False,,False,
0b579f27-37ea-4d12-9ad9-2ba6957cc29b,2016,1,31,Sunday,True,False,,False,
f1457cd0-c2ff-442e-80be-366f3c8c1e3c,2015,12,19,Saturday,True,False,,False,
f8b4a653-54e3-4837-9650-8ef1393264c6,2016,2,13,Saturday,True,False,,False,
491229e4-9098-49d5-b43b-9be0ede531a3,2016,2,19,Friday,False,False,,False,
915320d5-01bf-415d-b225-deea6a2bce86,2015,9,21,Monday,False,False,,False,
e09a8e44-374f-48c9-b24c-5ad2f677e222,2015,12,15,Tuesday,False,False,,False,
6337f9fd-a198-4d1e-908f-2eaf8cf17245,2017,1,19,Thursday,False,False,,False,
4fb07d7d-f956-4f61-bce1-625064314bd0,2015,10,20,Tuesday,False,False,,False,
18cf6916-3aa5-452b-b4c1-477718353f78,2015,6,23,Tuesday,False,False,,False,
bdfcf223-7fa6-4133-9c67-8866977d621f,2017,2,22,Wednesday,False,False,,False,
f9a457b4-5689-4931-a311-bf9cff7cb2f5,2016,3,20,Sunday,True,False,,False,
8c2f40db-9ce4-4f90-a07e-995fe34a1963,2016,2,26,Friday,False,False,,False,
146d4fe6-fb4a-4917-a1b4-6664e296be0b,2017,5,7,Sunday,True,False,,False,
a002cd63-28b7-4a7b-9e76-c38cc427ff4f,2016,3,31,Thursday,False,False,,False,
b141fa43-8df5-4df6-8824-abb79398ce54,2017,6,3,Saturday,True,False,,False,
a16b2d12-ba45-4d4b-a44d-a6bdcd4098dd,2017,6,6,Tuesday,False,False,,False,
3bfe5bf1-8b08-4c71-b60c-5c23da9a72c9,2016,3,5,Saturday,True,False,,False,
0f2f7fae-7b19-4606-a103-a409d6e71b32,2016,3,3,Thursday,False,False,,False,
c8a11c30-e818-4ee2-a7cf-8e8c54597e3b,2016,3,26,Saturday,True,False,,False,
96203206-f0a4-4b1d-94e5-3073138afe0e,2017,3,20,Monday,False,False,,False,
4705da5d-cfd0-43c6-bc68-41166e797054,2018,7,15,Sunday,True,False,,False,
1d7cb762-c109-4519-8c89-a5b8354f9cc1,2018,7,16,Monday,False,False,,False,
9dcc83e4-c0a8-4193-a099-5e6787fb8ebc,2018,7,14,Saturday,True,False,,False,
50e3b162-e623-421b-ad27-f02e002aa072,2018,7,17,Tuesday,False,False,,False,
31f88c22-7492-43fc-889a-e7e1d3a0527c,2018,7,12,Thursday,False,False,,False,
ddef09f7-f74c-442f-8310-fe97d4584cd8,2018,7,13,Friday,False,False,,False,
27641dae-45bf-40a1-8ded-9e0504ea95d1,2018,7,10,Tuesday,False,False,,False,
b800d977-451a-45ac-888f-718f7cf85015,2018,7,18,Wednesday,False,False,,False,
1af59fa6-755e-4730-9964-d901ce8c2ceb,2015,1,5,Monday,False,False,,False,
513a153e-5aa5-4ba6-8ead-930e98fe1119,2018,7,11,Wednesday,False,False,,False,
8e4d1aa5-b276-4db3-8e14-b4e58dbe31a1,2016,11,12,Saturday,True,False,,False,
5379ac12-c34d-42b4-9645-ee4a032db6f1,2015,3,19,Thursday,False,False,,False,
e8de0e94-4618-4fd2-adc9-37a01936cd84,2018,7,20,Friday,False,False,,False,
fb3ffefc-5b85-4392-a8c9-586ed54bcdfd,2018,7,22,Sunday,True,False,,False,
de527d13-42bf-4a56-9066-586e94cb401b,2018,7,19,Thursday,False,False,,False,
af9763cc-7dba-4622-b090-8fb4566b6630,2018,7,21,Saturday,True,False,,False,
e7e07c84-6bcd-44ab-a40c-8ea761dcb9f4,2018,7,23,Monday,False,False,,False,
7a5d594e-7221-4a35-a6b2-0c999e703248,2017,3,30,Thursday,False,False,,False,
9a1c4e55-064f-4b0c-a022-5575fa610c8f,2018,10,26,Friday,False,False,,False,
12d8867d-544b-443d-ae16-dcb3bbe9ce9f,2016,10,9,Sunday,True,False,,False,
