date_key,year,month,day,day_of_week,is_weekend,is_holiday,holiday_name
c99cbe1d-1de9-4b3f-8568-5a40eb07240a,2017,8,15,Tuesday,False,False,
6d63ef03-7af1-4e0c-a978-a2fb3502c504,2017,8,28,Monday,False,False,
e0285bd1-ac8d-4b23-ad4a-a797daa1f742,2015,6,24,Wednesday,False,False,
ff0c6e31-a271-4c7d-b76a-57c537be6037,2017,9,8,Friday,False,False,
f61eb302-9b4a-4518-a1e1-6806f40a9bfa,2018,9,16,Sunday,True,False,
23d9f202-6f26-45db-9105-6430ee426daa,2019,7,23,Tuesday,False,False,
e7934fc5-35a6-436f-a704-b4218dfc6beb,2017,6,30,Friday,False,False,
d6fd36e5-27ac-4a25-b581-cc4df54e256b,2016,4,23,Saturday,True,False,
0035af51-70ce-4254-b9af-1a8b52adf4a6,2017,1,29,Sunday,True,False,
8bcc9e57-bd12-4538-982a-8cab5ac32095,2018,9,3,Monday,False,True,Labour Day
23510006-8336-472b-a721-89a8ec3dd81a,2015,6,10,Wednesday,False,False,
606d92cd-5110-47c8-ba35-69aade5c1670,2016,1,16,Saturday,True,False,
c4adab0e-ce14-43f1-bf00-7550112612fd,2017,2,6,Monday,False,False,
caed08a3-e54c-4780-8f4a-22c81b28f2ef,2020,2,7,Friday,False,False,
88209eea-7ed9-4b45-bb16-66f18c372551,2017,7,14,Friday,False,False,
78597823-c6f2-4aa0-9079-1925e3c7dc83,2018,8,2,Thursday,False,False,
2cd05e8e-074b-4441-bb21-e5b95f42c7f7,2016,10,3,Monday,False,False,
b75e4254-7761-4e98-afd4-027149024b5f,2016,12,18,Sunday,True,False,
3936c584-098e-406d-b4c2-76de1ba8b9e2,2018,12,6,Thursday,False,False,
164020d4-5b2a-40e4-8ac9-d485319f99d5,2018,5,4,Friday,False,False,
70857562-74a4-4dd6-9528-088119ea12ee,2016,3,16,Wednesday,False,False,
b8e3ad58-fe2e-4240-afd3-bb3b71009b6b,2015,3,18,Wednesday,False,False,
cd1ac503-4c73-4510-ad96-b8c1b96beb02,2017,7,25,Tuesday,False,False,
29bfb44d-caad-428a-96ef-bab10ebe92f1,2018,8,3,Friday,False,False,
16efdd2d-ba1b-43a6-af6b-d45608f68499,2018,7,8,Sunday,True,False,
d883f61b-6f7b-4604-bc9c-af686ec3f248,2015,5,16,Saturday,True,False,
6c63cbe0-8123-4daf-a6de-1f62605d8e30,2018,11,20,Tuesday,False,False,
5ba7a514-d028-441c-b179-7bb57288b5a9,2016,5,27,Friday,False,False,
0d9b7865-dd13-4268-b10c-0aab864b3737,2019,11,18,Monday,False,False,
ef5ef20c-6c29-4bd5-a773-73dcb413aab7,2018,11,10,Saturday,True,False,
a68b7b61-4c19-41d5-8a6e-96d7ffffcd52,2015,2,5,Thursday,False,False,
d6914f29-0821-421a-b722-05fac4a0f584,2017,9,17,Sunday,True,False,
fd311fe9-3440-4021-9d91-6cebfc83bdb3,2017,11,22,Wednesday,False,False,
177a70f6-01ae-47e2-aaa4-1ec124fe763b,2017,12,7,Thursday,False,False,
51035225-7049-4e25-9548-ddd6eb79e16e,2018,1,6,Saturday,True,False,
b5f7183c-d140-49af-87a6-11a56e43e4f8,2018,5,9,Wednesday,False,False,
af0e1239-bf0c-421e-96c6-44964db50eda,2015,11,24,Tuesday,False,False,
7025bd78-5068-4e78-85fc-05d33d7ae8be,2017,11,20,Monday,False,False,
331d8123-657d-4c9d-9abd-9a97e9c880f0,2020,1,19,Sunday,True,False,
a29e51b2-1782-4bc2-9a18-9be7b2ceb7f3,2019,7,25,Thursday,False,False,
b4224f70-e1ce-4b0c-91c8-39eaeb36b820,2018,5,22,Tuesday,False,False,
589a6ab0-79ee-4d4e-ad18-ce9addb223b9,2015,10,21,Wednesday,False,False,
80fb31b3-abfe-42b2-8306-4352efa04d8a,2016,4,20,Wednesday,False,False,
da3f4bfd-b1e3-4218-98e3-f1f09aa7d9a7,2017,4,23,Sunday,True,False,
f854427d-5eff-4191-9684-f86c4a563fd9,2017,5,12,Friday,False,False,
e6e6f496-77e0-4ac5-919c-e5dca8df34f5,2017,1,27,Friday,False,False,
042caa66-8978-4a99-a6ab-01f0fbe2c98a,2016,5,23,Monday,False,True,Victoria Day
51dfbc22-835f-4365-8ed8-c56bd8450109,2020,1,29,Wednesday,False,False,
0c328779-84d9-4785-8878-39ff712a24bd,2016,10,31,Monday,False,False,
19c508f3-30d9-406d-99a7-5d60103a839b,2016,5,24,Tuesday,False,False,
6c1302aa-ebf8-4225-92f3-a52d1475a2ef,2017,4,21,Friday,False,False,
7ebfe2f6-c548-457c-a60f-ef9cc23e7c3b,2020,1,28,Tuesday,False,False,
408ac9c7-4e8e-4310-bd4a-011682514192,2015,9,9,Wednesday,False,False,
11ed9acf-1e2e-4341-aeb8-dcb3c58f0635,2018,6,11,Monday,False,False,
73844d73-6d9b-47a8-91d3-871cbb9a410b,2015,5,9,Saturday,True,False,
43c8a6b0-61fb-447e-8317-49548ae9927a,2018,8,12,Sunday,True,False,
2f94ac4f-3c3e-4d24-a22c-e65c97087c8e,2017,6,25,Sunday,True,False,
ffeab035-ae93-47b3-9dba-877d43ab61b2,2015,5,2,Saturday,True,False,
11123df0-8637-45af-b8ca-7eef99ff1356,2019,12,4,Wednesday,False,False,
04dfb7c0-e9c4-4653-b689-1531ec28a4e9,2017,5,15,Monday,False,False,
d0473e84-3d17-40a3-802b-33cb5494cba0,2015,5,17,Sunday,True,False,
60fc8638-de94-4881-b81d-50c9f9046c7d,2016,2,19,Friday,False,False,
32208b91-61a2-4623-aee2-b4fe77a81b9f,2016,1,3,Sunday,True,False,
aabf76ab-0b7d-46aa-b524-10b7b8a470ec,2016,5,4,Wednesday,False,False,
90b113ca-6ca4-4f62-a143-d317a8c3dc77,2017,4,26,Wednesday,False,False,
3e2de858-4287-4dd4-a3df-1b5612ed7a01,2019,4,29,Monday,False,False,
6dc2f4f4-82aa-4a86-b492-b2dba8e13f1f,2016,2,8,Monday,False,True,Family Day
f543c228-67df-44d1-b18f-27a6d948a684,2015,7,29,Wednesday,False,False,
837bf8b0-3cc5-450c-915d-3e89a9dd90c9,2015,9,26,Saturday,True,False,
97017590-e455-453f-87d1-d460e240f509,2019,4,15,Monday,False,False,
